Symbol	Articles	Cytogenetic Position
ADH6	18	
AGRP	18	
AKR1A1	18	
ANGPTL4	18	
CFD	18	
COX5A	18	
CPOX	18	
DDIT3	18	
ERV3-1	18	
ERVFRD-1	18	
ERVK-6	18	
ERVW-1	18	
HES1	18	
IDDM2	18	
LCAT	18	
LIPC	18	
MTTP	18	
PECAM1	18	
PPY	18	
PSMB6	18	
SAA1	18	
SAA@	18	
TRIM26	18	
ZBTB7C	18	
AKT2	17	
ARNTL	17	
CD8A	17	
CLNS1A	17	
CYP2C9	17	
ELANE	17	
GSTM1	17	
HGF	17	
HMGCL	17	
ITGAM	17	
MLN	17	
PPARGC1B	17	
PTEN	17	
S100A6	17	
SGK1	17	
SREBF2	17	
TERT	17	
TXNRD1	17	
UTS2	17	
BCHE	16	
CENPJ	16	
CS	16	
CYP3A	16	
DGAT1	16	
EIF2C2	16	
ERVK-10	16	
GAPDH	16	
HEMGN	16	
IL1A	16	
LTA	16	
MAPK14	16	
ME1	16	
MIF	16	
MKS1	16	
MLXIPL	16	
PDE5A	16	
PKD1	16	
PLOD1	16	
PLTP	16	
PTGS1	16	
SPP1	16	
THAS	16	
THBD	16	
TNFRSF1A	16	
TPD52	16	
USF1	16	
AHR	15	
B2M	15	
CDK5	15	
CXCL10	15	
CYBA	15	
F2R	15	
GCKR	15	
GPBAR1	15	
HIF1A	15	
KIT	15	
LPO	15	
RELA	15	
SP1	15	
ABCG1	14	
ABHD5	14	
ALMS1	14	
CDS1	14	
HHEX	14	
HSPA5	14	
HTR2C	14	
LIPE	14	
LPIN1	14	
PER2	14	
TBPL1	14	
TPO	14	
TYRP1	14	
ADRB1	13	
ADRBK1	13	
APOC2	13	
ARHGEF7	13	
AVP	13	
CCR2	13	
CNR2	13	
CPB2	13	
CTNNB1	13	
F3	13	
GCGR	13	
GNB3	13	
IGFBP2	13	
IL17A	13	
IL6R	13	
JAK2	13	
KDR	13	
LTF	13	
MLRG	13	
TXNIP	13	
AGA	12	
AOX1	12	
CDKN1A	12	
CYP2B6	12	
ERVK-5	12	
FABP5	12	
FOSB	12	
FTO	12	
GAL	12	
HLA-DRB1	12	
HMGA2	12	
IRF6	12	
NISCH	12	
NRF1	12	
OLR1	12	
PCNA	12	
PIK3C2A	12	
PNPLA2	12	
POLDIP2	12	
PRH2	12	
PSAP	12	
RANGAP1	12	
RHOA	12	
RNU1-1	12	
TAT	12	
TRPV1	12	
ADCYAP1	11	
ANXA5	11	
BLVRB	11	
C2	11	
CCL3	11	
CHGA	11	
CTLA4	11	
CYP7A1	11	
EPHX2	11	
FABP1	11	
FABP7	11	
FBRS	11	
FBXO8	11	
FGF19	11	
FOXO3	11	
FUT1	11	
GSTK1	11	
GSTT1	11	
HADHA	11	
HLA-DQA1	11	
IKBKB	11	
LIPG	11	
P2RY12	11	
PCK1	11	
PLA2G4A	11	
PTPRN	11	
RAC1	11	
SELP	11	
SLC2A9	11	
SLC5A1	11	
SOCS1	11	
SRC	11	
TH1L	11	
ANGPTL3	10	
APEX1	10	
APOA4	10	
APOH	10	
COX2	10	
CPT1B	10	
CREBBP	10	
CSF3	10	
CSH1	10	
CYBB	10	
CYP2E1	10	
DES	10	
DST	10	
ELL	10	
EREG	10	
ERN1	10	
ESR2	10	
GABPA	10	
GHRH	10	
GPR119	10	
HLA-DQB1	10	
HLP	10	
HSPA4	10	
HSPD1	10	
IFNA1	10	
KITLG	10	
LBP	10	
LIPF	10	
MAPK9	10	
MBP	10	
MC3R	10	
MMP8	10	
MS	10	
MT2A	10	
NA	10	
NDUFB3	10	
PLB1	10	
PLIN2	10	
PRKCB	10	
SELPLG	10	
SERPINB2	10	
TFRC	10	
TTR	10	
A4GALT	9	
ABCG5	9	
ABCG8	9	
ACAT1	9	
AKAP4	9	
ATN1	9	
AZGP1	9	
BLOC1S3	9	
BMP7	9	
CASP3	9	
CASR	9	
CD63	9	
CDH13	9	
CFB	9	
CHKA	9	
CHKB	9	
CREB1	9	
CYP2C8	9	
EIF4E	9	
ELN	9	
FGFR3	9	
FLII	9	
G6PD	9	
GFAP	9	
GHR	9	
GPX1	9	
HCRT	9	
HLA-E	9	
HR	9	
IGAN	9	
INPPL1	9	
ITGB3	9	
LRP6	9	
MA	9	
MB	9	
MCAT	9	
MMS	9	
MTNR1B	9	
NBL1	9	
NDUFAF3	9	
NDUFAF6	9	
NFE2L2	9	
NFKBIA	9	
NIDDM1	9	
OGT	9	
PIK3R1	9	
SERPINA1	9	
SERPINF1	9	
SF	9	
SHC1	9	
SLC22A1	9	
TFPI	9	
THBS1	9	
TNS1	9	
TXN	9	
UOX	9	
WFS1	9	
ZAK	9	
ABCB6	8	
ABP1	8	
ACHE	8	
ACSBG1	8	
ALDH9A1	8	
APOC1	8	
ASPG	8	
CCND1	8	
CD163	8	
CFI	8	
CFTR	8	
CHP1	8	
CIDEA	8	
CSH2	8	
CST4	8	
CYP11B2	8	
DAG1	8	
DCTN3	8	
DCTN6	8	
DNTT	8	
DYNC1H1	8	
EDNRA	8	
ERN2	8	
FDFT1	8	
FGF2	8	
FGF23	8	
FZD4	8	
GBA3	8	
GCFC2	8	
GLS2	8	
GPRC6A	8	
HGS	8	
IFI27	8	
IL1R1	8	
IL5	8	
INSIG2	8	
ITGAX	8	
JUN	8	
KRT1	8	
NOX4	8	
NPHS1	8	
NTS	8	
PAEP	8	
PARN	8	
PDLIM7	8	
POU2F1	8	
PRKCZ	8	
PTX3	8	
RB1	8	
RETNLB	8	
RXRA	8	
SIRT3	8	
SLC2A5	8	
SLC9A3	8	
STEAP4	8	
TBC1D4	8	
TIMP2	8	
VIP	8	
XBP1	8	
AGPAT2	7	
ANGPTL6	7	
AOC3	7	
ATM	7	
BSCL2	7	
CALM1	7	
CALM2	7	
CALM3	7	
CCDC88A	7	
CCL11	7	
CD38	7	
CDKN1B	7	
CEBPB	7	
CHN1	7	
CLU	7	
CRTC2	7	
CRY1	7	
CTGF	7	
CTSB	7	
CYP27A1	7	
DHDDS	7	
ESRRB	7	
FAAH	7	
FABP3	7	
FOXA2	7	
FST	7	
GAST	7	
GP1BA	7	
GPR151	7	
GPR166P	7	
GPT	7	
HLN2	7	
HMGB1	7	
HPSE	7	
HSP90B2P	7	
HSPA1A	7	
IGHD6-6	7	
ITGB2	7	
JPH3	7	
KHK	7	
LCN1	7	
LGR6	7	
LPAR3	7	
LRP5	7	
MAP2K4	7	
MBL2	7	
MLC1	7	
MME	7	
NPC1L1	7	
NR1D1	7	
PAH	7	
PC	7	
PCSK9	7	
PDK1	7	
PDK4	7	
PER1	7	
PLA2G2A	7	
PLAU	7	
PLEK	7	
PON2	7	
PRDX2	7	
PRKCA	7	
PROM1	7	
PTPRC	7	
REG1A	7	
RUNX2	7	
SELL	7	
SLC12A3	7	
SLC22A12	7	
SLC22A2	7	
SLC27A1	7	
SLC5A8	7	
SPINK1	7	
STAT5B	7	
TAC1	7	
TFAM	7	
TNFSF11	7	
TPI1	7	
TXNL4B	7	
VAC14	7	
A1CF	6	
ACE2	6	
ACPP	6	
ACTB	6	
AGTR2	6	
AKR1C4	6	
AMY1C	6	
ANGPT2	6	
APOM	6	
BAAT	6	
BAD	6	
BCR	6	
BMP2	6	
CAMKK2	6	
CCKAR	6	
CCL4	6	
CCR5	6	
CD44	6	
CFLAR	6	
CHAT	6	
CIMT	6	
CNTF	6	
COMT	6	
CPEB1	6	
CRCL	6	
CRX	6	
CTF2P	6	
CYCS	6	
CYP2D6	6	
DBI	6	
DRD2	6	
DUSP2	6	
EIF2AK3	6	
ENG	6	
ENY2	6	
FASLG	6	
FGD1	6	
FLT1	6	
GPSM2	6	
GYS1	6	
HBEGF	6	
HMGA1	6	
HSPA14	6	
HSPG2	6	
HTR2A	6	
IL13	6	
KLF6	6	
KRT124P	6	
KRT8	6	
LRP1	6	
MAEA	6	
MBL3P	6	
MBOAT4	6	
MLX	6	
MMP1	6	
MMP3	6	
MSTN	6	
ND1	6	
NEUROG3	6	
NR1I2	6	
NR5A2	6	
OGG1	6	
P1	6	
PAX6	6	
PHB2	6	
PLA2G6	6	
PPP1R3A	6	
PPP2R4	6	
PRNP	6	
PSMG1	6	
REG3A	6	
S100A8	6	
SCT	6	
SELE	6	
SERPINB1	6	
SERPINF2	6	
SIL1	6	
SLC2A6	6	
SLC6A4	6	
STAT1	6	
TAS2R13	6	
TBCEL	6	
TCF4	6	
TFAP2B	6	
TIMELESS	6	
TNFSF10	6	
TRIB3	6	
TRPC1	6	
UBR5	6	
UTS2R	6	
WNK1	6	
A2M	5	
AASS	5	
ADRA2B	5	
ALDH2	5	
ALLC	5	
ANG	5	
AOC2	5	
APPL1	5	
AQP9	5	
ATF6	5	
BAS	5	
C1QTNF3	5	
CA9	5	
CD2	5	
CD28	5	
CD59	5	
CDH5	5	
CDKN2B	5	
CHM	5	
CHST3	5	
CIB1	5	
CISH	5	
CMD1B	5	
CMKLR1	5	
COL11A2	5	
COL18A1	5	
CRAT	5	
CSF2	5	
CUX1	5	
CXCL1	5	
CYP21A2	5	
DDAH1	5	
DDR1	5	
DGCR	5	
DYM	5	
EIF4EBP1	5	
ELAVL1	5	
EP300	5	
ERBB2	5	
ERG	5	
F10	5	
FAP	5	
FCP1	5	
FFAR1	5	
FGA	5	
FMOD	5	
GBA	5	
GIPR	5	
GLB1	5	
GLS	5	
GLUD1	5	
GORASP1	5	
HEXB	5	
HLA-C	5	
HMOX2	5	
HPFH	5	
IL2RA	5	
IL6ST	5	
KCNE1	5	
LAG3	5	
LBR	5	
LCT	5	
LEPROT	5	
LIF	5	
LNPEP	5	
LOX	5	
MAP2K1	5	
MCL1	5	
MGP	5	
MT1A	5	
MT1E	5	
MT1L	5	
MVD	5	
NCF1	5	
NEFL	5	
NR0B2	5	
NR1H3	5	
NT5E	5	
PACAP	5	
PARL	5	
PDGFB	5	
PGR	5	
POR	5	
POU2F2	5	
PPL	5	
PRAP1	5	
PRDM16	5	
PRKCD	5	
PRKG1	5	
PRS	5	
RBM45	5	
RHCE	5	
RHD	5	
RHO	5	
S100A9	5	
SLC27A4	5	
SLC27A6	5	
SOAT1	5	
SOD3	5	
SP3	5	
STAT5A	5	
SUMO4	5	
SYT1	5	
TEK	5	
TLE4	5	
TRH	5	
TRPC6	5	
UCN2	5	
VLDLR	5	
VPREB1	5	
WRN	5	
ABCG2	4	
ACD	4	
ACLY	4	
ACO1	4	
ACSS2	4	
ACTG1	4	
ADRA1A	4	
AIP	4	
ALOX5AP	4	
AMH	4	
AP3B1	4	
AQP7	4	
ARC	4	
ATG7	4	
ATP7A	4	
BECN1	4	
BLOC1S5	4	
BRD4	4	
CA2	4	
CACNA1C	4	
CAMK2G	4	
CAP1	4	
CCRN4L	4	
CELIAC2	4	
CHRM3	4	
COL15A1	4	
CTF1	4	
CTSS	4	
CXCL12	4	
CYP2C18	4	
CYP2C19	4	
DCTN4	4	
DEFA1	4	
DGAT2	4	
DIO2	4	
DKK1	4	
EAF2	4	
EIF2S1	4	
ELF3	4	
ERAL1	4	
F8	4	
FBP1	4	
FFAR2	4	
FH	4	
FOXC2	4	
FOXM1	4	
FPR1	4	
GC	4	
GDF10	4	
GDF15	4	
GFPT1	4	
GLO1	4	
GPI	4	
HCLS1	4	
HDAC1	4	
HDAC3	4	
HSF1	4	
IKBKE	4	
IL17D	4	
IL22	4	
IL23A	4	
IL7	4	
INHBE	4	
INSIG1	4	
KCNJ8	4	
KCNMA1	4	
KEL	4	
KHDRBS1	4	
MAFA	4	
MAFD2	4	
MCAM	4	
MID1	4	
MITF	4	
MMD	4	
MT1F	4	
MT1G	4	
MT1H	4	
MT1IP	4	
MT1JP	4	
MT1M	4	
MT1X	4	
MTNR1A	4	
MYC	4	
MYD88	4	
MYH9	4	
NLRP1	4	
NPHS2	4	
NPY2R	4	
NR1D2	4	
NR6A1	4	
NSUN4	4	
NUP62	4	
PDK2	4	
PEA15	4	
PER3	4	
PIGS	4	
PLIN3	4	
PLN	4	
PLXNA2	4	
PNN	4	
POSTN	4	
PRB2	4	
PRKAB2	4	
PSMA6	4	
PTPN2	4	
PTS	4	
RAPGEF4	4	
RHEB	4	
RPS6KA1	4	
RPS6KB3	4	
RPTOR	4	
RTN4R	4	
SDC1	4	
SDC2	4	
SDHA	4	
SDHB	4	
SGCB	4	
SH2B2	4	
SLC22A4	4	
SLC2A3	4	
SLCO6A1	4	
SORCS1	4	
SOST	4	
SQSTM1	4	
STS	4	
TBC1D1	4	
TBP	4	
TFAP2A	4	
THPO	4	
TRG@	4	
TRPC5	4	
TYK2	4	
VTN	4	
ZMPSTE24	4	
ABL2	3	
ACO2	3	
ACOX1	3	
ACP5	3	
ACSL1	3	
ADCY8	3	
ADD1	3	
AIR	3	
ALK	3	
AMBP	3	
ANGPT1	3	
ANXA6	3	
APBB3	3	
APOBEC3G	3	
APPBP2	3	
ASAH2	3	
ASCC1	3	
ATF3	3	
ATPIF1	3	
BBS2	3	
BCAP31	3	
BMP4	3	
BRAP	3	
BTN2A1	3	
C5	3	
CA1	3	
CA5A	3	
CACNA1A	3	
CACNA1H	3	
CALD1	3	
CAMK4	3	
CAMKMT	3	
CAPN5	3	
CASP8	3	
CAV2	3	
CCL4L1	3	
CCL4L2	3	
CD47	3	
CDA	3	
CDH1	3	
CDIPT	3	
CDK1	3	
CDK2	3	
CDK20	3	
CDKL1	3	
CEACAM3	3	
CEACAM5	3	
CEACAM7	3	
CEBPZ	3	
CHI3L1	3	
CHR	3	
CIDEC	3	
CLEC4GP1	3	
CLTC	3	
CMA1	3	
COX1	3	
CPE	3	
CPN1	3	
CPN2	3	
CPP	3	
CRHR1	3	
CRMP1	3	
CRY2	3	
CSF1R	3	
CTSC	3	
CTSG	3	
CXCL17	3	
CXCL2	3	
CXCL3	3	
CXCL9	3	
CXCR3	3	
CXCR4	3	
CYP3A5	3	
CYP8B1	3	
CYTIP	3	
DDAH2	3	
DDOST	3	
DHODH	3	
DIH1	3	
DLK1	3	
DPP8	3	
DPP9	3	
DPYD	3	
EDA	3	
ELOVL6	3	
EMR1	3	
EPAS1	3	
EXOSC4	3	
F12	3	
FBL	3	
FDPS	3	
FOXP3	3	
FSHR	3	
G6PC2	3	
GATA4	3	
GEM	3	
GNAS	3	
GNPTAB	3	
GP9	3	
GPER	3	
GPR77	3	
GPX3	3	
GRB10	3	
GRHL3	3	
GSK3A	3	
GYPA	3	
HADH	3	
HAVCR1	3	
HCAR2	3	
HGD	3	
HK1	3	
HLA-DRB4	3	
HLA-G	3	
HPD	3	
HSP90AA1	3	
HTN3	3	
IDH1	3	
IDO1	3	
IGFBP4	3	
IGFBP7	3	
IGHE	3	
IGKV2D-19	3	
IL15	3	
IL15RA	3	
INSL3	3	
IRS4	3	
ISG20	3	
ITGA2B	3	
ITGAL	3	
JUNB	3	
JUND	3	
KCNH2	3	
KCNK3	3	
KLK15	3	
KLRK1	3	
LGALS3	3	
LPIN2	3	
LRP2	3	
LRPAP1	3	
MAF	3	
MAP3K14	3	
MAP3K8	3	
MAP4K4	3	
MBD2	3	
MCHR1	3	
MECP2	3	
MED1	3	
MEFV	3	
MIP	3	
MKKS	3	
MLPH	3	
MLYCD	3	
MMP13	3	
MMP7	3	
MSLN	3	
MTR	3	
NCOR2	3	
NDUFB6	3	
NEIL1	3	
NF1	3	
NFIL3	3	
NGFR	3	
NOTCH2	3	
NPAS2	3	
NPY5R	3	
NPY6R	3	
NQO1	3	
NR1I3	3	
NR4A1	3	
NTF3	3	
NYS3	3	
OFC1	3	
OVGP1	3	
P2RX7	3	
P4HB	3	
PAPPA	3	
PARP1	3	
PAX4	3	
PCSK1	3	
PCYT2	3	
PDE3B	3	
PDIA3	3	
PDP1	3	
PEG10	3	
PI3	3	
PLA2G1B	3	
PODXL2	3	
PPIA	3	
PROS1	3	
PSME3	3	
PTGFR	3	
PTHLH	3	
PTPN11	3	
RAB40B	3	
RARA	3	
RNU1-4	3	
RORA	3	
RYR2	3	
SCTR	3	
SELS	3	
SERPINA3	3	
SFRP5	3	
SH2B1	3	
SLC12A1	3	
SLC18A2	3	
SLCO1B1	3	
SMN1	3	
SNAI1	3	
SNAP25	3	
SNAPIN	3	
SPEN	3	
SPHK1	3	
SRI	3	
STIM1	3	
SYP	3	
TCF7	3	
TFE3	3	
TFF2	3	
TFR2	3	
TIMP3	3	
TMEM27	3	
TNFRSF10A	3	
TNFSF13B	3	
TNNI3	3	
TRIM37	3	
TRO	3	
TRPC3	3	
TRPM2	3	
TRPM6	3	
TRPM7	3	
TRPV5	3	
VIM	3	
VIMP	3	
WARS	3	
WNT3A	3	
ZFP36	3	
ABCA4	2	
ABCB1	2	
ABCB7	2	
ABCC9	2	
ABL1	2	
ABO	2	
ACADL	2	
ACADM	2	
ACADS	2	
ACCS	2	
ADAM17	2	
ADAMTS13	2	
ADRA1B	2	
ADRA2A	2	
AES	2	
AFP	2	
AGFG1	2	
AGXT	2	
AHSP	2	
AK1	2	
AKR1C3	2	
ALOX5	2	
ALPI	2	
ANGPTL2	2	
APOC4	2	
APOD	2	
AQP1	2	
ARHGEF11	2	
ARID4B	2	
ASIP	2	
ATF2	2	
ATF4	2	
ATP6V0A2	2	
ATP7B	2	
ATR	2	
AWAT2	2	
BACE1	2	
BBS4	2	
BHLHE40	2	
BLM	2	
BRCA1	2	
BRD2	2	
BTN1A1	2	
C16ORF82	2	
C19ORF10	2	
C1QBP	2	
C5AR1	2	
C9	2	
CACYBP	2	
CADM1	2	
CALCR	2	
CAMP	2	
CAPN1	2	
CASP1	2	
CASP12	2	
CBR1	2	
CBS	2	
CBX4	2	
CCL19	2	
CCL26	2	
CCL28	2	
CCND2	2	
CCR1	2	
CCT4	2	
CD165	2	
CD58	2	
CDC42	2	
CDH11	2	
CDH15	2	
CDK4	2	
CEBPD	2	
CEL	2	
CHE2	2	
CKM	2	
CLEC16A	2	
CLRN1-AS1	2	
CMT1A	2	
CNP	2	
COASY	2	
COPD	2	
CORIN	2	
CRABP2	2	
CRNKL1	2	
CSF1	2	
CTH	2	
CTSD	2	
CTSL1	2	
CX3CL1	2	
CXCL16	2	
CXCL5	2	
CYGB	2	
CYP11B1	2	
CYP17A1	2	
CYP27B1	2	
CYP2J2	2	
CYP4A11	2	
CYP4F2	2	
CYP4V2	2	
CYP51A1	2	
DCX	2	
DDX41	2	
DEDD	2	
DEGS1	2	
DHPS	2	
DHRS9	2	
DNM1L	2	
DOCK3	2	
DUSP1	2	
DUSP22	2	
DYX1	2	
DYX1C1	2	
EBPL	2	
ECB2	2	
ECI1	2	
EGR1	2	
ELK3	2	
ELMO1	2	
ENO2	2	
ENPEP	2	
EPB49	2	
ERF	2	
ERMAP	2	
ESRRA	2	
ESRRG	2	
ETHE1	2	
EXOSC3	2	
FADS3	2	
FAM5C	2	
FBN1	2	
FBN3	2	
FCGR2A	2	
FCGR2B	2	
FCGR2C	2	
FER	2	
FFAR4	2	
FGB	2	
FGFR2	2	
FGFR4	2	
FN1	2	
FNTA	2	
FNTB	2	
FOLR1	2	
FOLR2	2	
FRTS	2	
FUBP1	2	
FXN	2	
FYN	2	
GATA3	2	
GBGT1	2	
GCA	2	
GLI1	2	
GNPDA2	2	
GPAM	2	
GPD2	2	
GPIHBP1	2	
GPKOW	2	
GPR142	2	
GPR83	2	
GREM1	2	
GRP	2	
GSTM2	2	
GSTO1	2	
GTF2E1	2	
GTF2E2	2	
GTF2H2	2	
GTPBP1	2	
GYPC	2	
GYS2	2	
H2AFX	2	
HADHB	2	
HAP1	2	
HCAR3	2	
HDAC9	2	
HESX1	2	
HK2	2	
HLA-DQA2	2	
HPRT1	2	
HRH3	2	
HSD17B10	2	
HSP90B1	2	
HSPA1B	2	
HSPA2	2	
HSPA8	2	
HSPB1	2	
HSPB2	2	
HSPB3	2	
HTR1A	2	
ICMT	2	
IDDM12	2	
IDH2	2	
IFI30	2	
IFI44	2	
IGF2R	2	
IGFBP5	2	
IL12B	2	
IL16	2	
IL17B	2	
IL17C	2	
IL1R2	2	
IL21	2	
IL31RA	2	
IL37	2	
ING2	2	
INPP5K	2	
IRAK1	2	
IRF1	2	
ISG15	2	
ITGA2	2	
ITGA4	2	
ITGAV	2	
ITGB1	2	
JAZF1	2	
KANK2	2	
KAP	2	
KCNJ1	2	
KCNJ5	2	
KCNJ9	2	
KL	2	
KLF14	2	
KLF15	2	
KLF2	2	
KLF3	2	
KLK4	2	
KRT18	2	
KRT20	2	
LAT2	2	
LBX1	2	
LHCGR	2	
LIAS	2	
LIPA	2	
LMX1A	2	
LOC387761	2	
LPIN3	2	
LUC7L3	2	
LY96	2	
LYPD4	2	
LYPLAL1	2	
LYZ	2	
MAOA	2	
MAPK7	2	
MAPKAP1	2	
MAS1	2	
MC2R	2	
MC5R	2	
MCKD1	2	
MED13	2	
MEF2A	2	
MELAS	2	
MEN1	2	
METTL9	2	
MIR33A	2	
MMP14	2	
MNT	2	
MRAS	2	
MRE11A	2	
MRXS5	2	
MSR1	2	
MSRA	2	
MSX2	2	
MT-ND1	2	
MTCH2	2	
MTFMT	2	
MTPN	2	
MTX1	2	
MUC1	2	
MYCN	2	
MYH6	2	
MYOD1	2	
MYOG	2	
NAAA	2	
NAGA	2	
NBN	2	
NCOA1	2	
NCOA6	2	
NCOR1	2	
NDN	2	
NFASC	2	
NFE2	2	
NID1	2	
NKRF	2	
NKX6-1	2	
NKX6-2	2	
NLRP6	2	
NMU	2	
NMUR2	2	
NPC1	2	
NPS	2	
NR2C2	2	
NR4A3	2	
NR5A1	2	
NRIP1	2	
NTM	2	
NTRK1	2	
OCLN	2	
OPN1SW	2	
OPRM1	2	
ORAI1	2	
ORM1	2	
OSBP	2	
OSBPL10	2	
OSM	2	
PARK7	2	
PASK	2	
PBK	2	
PBX1	2	
PDAP1	2	
PDPK1	2	
PDXP	2	
PEMT	2	
PFDN4	2	
PGF	2	
PHGDH	2	
PIP	2	
PIPOX	2	
PLA1A	2	
PLA2G10	2	
PLCG1	2	
PLIN4	2	
PLIN5	2	
PMP2	2	
PNMA2	2	
